#chr	pos	effect	mid	up	low	type
chr22	36383558.81449682	Effect_1	-0.012516958817706366	0.04890282325408629	-0.07393674088949902	mQTL_Effect_1
chr22	36409911.20578511	Effect_1	-0.012403669138214736	0.04587280236989946	-0.07068014064632894	mQTL_Effect_1
chr22	36415009.255306505	Effect_1	-0.013039997916156152	0.04378816117619935	-0.06986815700851165	mQTL_Effect_1
chr22	36415716.151678964	Effect_1	-0.01235811321736401	0.0428470173864625	-0.06756324382119051	mQTL_Effect_1
chr22	36416423.048051424	Effect_1	-0.011436859629772051	0.04318717414145687	-0.06606089340100096	mQTL_Effect_1
chr22	36417129.94442389	Effect_1	-0.010538624024832724	0.043886247456107426	-0.06496349550577288	mQTL_Effect_1
chr22	36417836.84079635	Effect_1	-0.009659372704280503	0.04478657742501901	-0.06410532283358002	mQTL_Effect_1
chr22	36418543.73716881	Effect_1	-0.008703415945287925	0.04599751353211794	-0.06340434542269378	mQTL_Effect_1
chr22	36419250.63354127	Effect_1	-0.0071939520261244914	0.047680165482013565	-0.06206806953426254	mQTL_Effect_1
chr22	36419957.52991373	Effect_1	-0.004835059436253569	0.05025548317717623	-0.05992560204968337	mQTL_Effect_1
chr22	36420664.42628619	Effect_1	-0.0023335103204876547	0.05299598089782096	-0.05766300153879627	mQTL_Effect_1
chr22	36446544.496237464	Effect_1	-0.0014761024865028952	0.053888469546982905	-0.05684067451998869	mQTL_Effect_1
chr22	36465006.61937385	Effect_1	9.965369468749937e-6	0.0556456366897937	-0.055625705950856204	mQTL_Effect_1
chr22	36467189.57162431	Effect_1	0.001885441185447915	0.05708377345897577	-0.05331289108807994	mQTL_Effect_1
chr22	36469372.52387477	Effect_1	0.002987536858570932	0.05740270723125074	-0.05142763351410887	mQTL_Effect_1
chr22	35336080	Effect_1	0.020015305135781602	0.0840873772472765	-0.044056766975713285	haQTL_Effect_1
chr22	35342395.896773435	Effect_1	0.015147523913771995	0.08648068786398239	-0.05618564003643839	haQTL_Effect_1
chr22	35347590.900485195	Effect_1	0.007886348241308752	0.0811178846546338	-0.0653451881720163	haQTL_Effect_1
chr22	35352554.252118036	Effect_1	-4.053976466380074e-4	0.07114752052938997	-0.07195831582266599	haQTL_Effect_1
chr22	35372072.17805469	Effect_1	-0.008211294776376617	0.06879898518816235	-0.08522157474091557	haQTL_Effect_1
chr22	35387722.35527524	Effect_1	-0.015759396256966738	0.058009132187918894	-0.08952792470185236	haQTL_Effect_1
chr22	35392683.07606337	Effect_1	-0.021941091392989623	0.0498878666859776	-0.09377004947195684	haQTL_Effect_1
chr22	35397089.76500231	Effect_1	-0.027707312417730598	0.04805220974192109	-0.10346683457738229	haQTL_Effect_1
chr22	35400070.77976227	Effect_1	-0.03321799643592825	0.043271019831629384	-0.10970701270348589	haQTL_Effect_1
chr22	35403051.794522226	Effect_1	-0.03823611780602522	0.04136740380421115	-0.11783963941626159	haQTL_Effect_1
chr22	35406032.80928218	Effect_1	-0.042159490145524156	0.03909447428957012	-0.12341345458061843	haQTL_Effect_1
chr22	35409377.13247193	Effect_1	-0.04448588523967793	0.0415808956343862	-0.13055266611374206	haQTL_Effect_1
chr22	35412849.82109489	Effect_1	-0.045114176522819696	0.033602249735105214	-0.1238306027807446	haQTL_Effect_1
chr22	35416322.50971785	Effect_1	-0.044100049104657396	0.032867933095779275	-0.12106803130509407	haQTL_Effect_1
chr22	35424029.49529862	Effect_1	-0.041792607746901994	0.02423507654179477	-0.10782029203559876	haQTL_Effect_1
chr22	35429402.28058919	Effect_1	-0.03797230061611101	0.0249048078154228	-0.10084940904764482	haQTL_Effect_1
chr22	35431904.792979926	Effect_1	-0.03277407326046092	0.02937339224210695	-0.09492153876302878	haQTL_Effect_1
chr22	35434407.305370666	Effect_1	-0.02656679947981571	0.03734144459062818	-0.09047504355025959	haQTL_Effect_1
chr22	35436909.81776141	Effect_1	-0.019954038766919348	0.044038450784242976	-0.08394652831808166	haQTL_Effect_1
chr22	35444623.218759246	Effect_1	-0.012950551753611345	0.05504373701273063	-0.08094484051995332	haQTL_Effect_1
chr22	35455611.24262173	Effect_1	-0.007378347836499235	0.057144294389025976	-0.07190099006202445	haQTL_Effect_1
chr22	35482133.83987587	Effect_1	-0.0020345811172404245	0.06397030340194274	-0.06803946563642357	haQTL_Effect_1
chr22	35491007.35446663	Effect_1	0.002817876936859179	0.06630406294349198	-0.060668309069773614	haQTL_Effect_1
chr22	35533179.57217139	Effect_1	0.004667303703158472	0.06786056426457178	-0.05852595685825483	haQTL_Effect_1
chr22	35545661.19738664	Effect_1	0.0032252011306702004	0.06751528330553323	-0.06106488104419284	haQTL_Effect_1
chr22	35549283.90228672	Effect_1	0.00404299917515419	0.06809879649686164	-0.06001279814655326	haQTL_Effect_1
chr22	35552906.60718681	Effect_1	0.004036194766031993	0.06883148546636418	-0.06075909593430019	haQTL_Effect_1
chr22	35555545.64832169	Effect_1	0.0021163542283104005	0.06760999889722745	-0.06337729044060665	haQTL_Effect_1
chr22	35557331.6289787	Effect_1	-0.0011650976471554119	0.06645926447662245	-0.06878945977093329	haQTL_Effect_1
chr22	35559117.60963571	Effect_1	-0.004863492888212863	0.06523931108645646	-0.07496629686288218	haQTL_Effect_1
chr22	35560903.59029273	Effect_1	-0.008578811640301123	0.06357769506600006	-0.0807353183466023	haQTL_Effect_1
chr22	35562689.57094974	Effect_1	-0.011808087176087254	0.058824668392104845	-0.08244084274427935	haQTL_Effect_1
chr22	35564475.55160675	Effect_1	-0.014161474363276423	0.05653140302682274	-0.08485435175337558	haQTL_Effect_1
chr22	35570421.29481945	Effect_1	-0.01478993072962264	0.05754839674586636	-0.08712825820511164	haQTL_Effect_1
chr22	35579644.85496302	Effect_1	-0.014169844397397047	0.06145003025047664	-0.08978971904527074	haQTL_Effect_1
chr22	35607705.42128141	Effect_1	-0.011852138217153054	0.06092758444234886	-0.08463186087665497	haQTL_Effect_1
chr22	35610438.26477814	Effect_1	-0.008189339519959371	0.06471445427067302	-0.08109313331059176	haQTL_Effect_1
chr22	35613171.10827486	Effect_1	-0.0039133438188287085	0.06797657109303128	-0.0758032587306887	haQTL_Effect_1
chr22	35615903.95177159	Effect_1	4.7387100173480994e-4	0.07316575357948082	-0.07221801157601121	haQTL_Effect_1
chr22	35618338.361372575	Effect_1	0.004463657909738857	0.07768117027384987	-0.06875385445437214	haQTL_Effect_1
chr22	35619929.2257148	Effect_1	0.0075947581287644835	0.0807840851666431	-0.06559456890911414	haQTL_Effect_1
chr22	35621520.09005702	Effect_1	0.009588300469065388	0.08376075334868463	-0.06458415241055385	haQTL_Effect_1
chr22	35623110.95439925	Effect_1	0.01025844142977891	0.08319667414911909	-0.06267979128956126	haQTL_Effect_1
chr22	35624701.81874148	Effect_1	0.00955904887986258	0.08274793475521303	-0.06362983699548788	haQTL_Effect_1
chr22	35626292.683083706	Effect_1	0.007446571765790602	0.07882129472103366	-0.06392815118945247	haQTL_Effect_1
chr22	35627883.547425926	Effect_1	0.004176431034026316	0.07679771742654763	-0.068444855358495	haQTL_Effect_1
chr22	35634180.311380275	Effect_1	-6.671859262783516e-4	0.07094257622677418	-0.07227694807933087	haQTL_Effect_1
chr22	35639567.419374995	Effect_1	-0.005899795109113029	0.06571674393834577	-0.07751633415657182	haQTL_Effect_1
chr22	35640710.15565246	Effect_1	-0.01068484923750777	0.06190052297079883	-0.08327022144581438	haQTL_Effect_1
chr22	35641852.89192994	Effect_1	-0.015249973365791307	0.05287624967023905	-0.08337619640182167	haQTL_Effect_1
chr22	35642995.628207415	Effect_1	-0.019392093680235527	0.04681887777945425	-0.0856030651399253	haQTL_Effect_1
chr22	35644138.364484884	Effect_1	-0.0225269030837405	0.041691443409858475	-0.08674524957733948	haQTL_Effect_1
chr22	35645281.10076236	Effect_1	-0.024332992933878864	0.03896310795540216	-0.08762909382315988	haQTL_Effect_1
chr22	35646423.837039836	Effect_1	-0.025283391890564874	0.03564191086518573	-0.08620869464631548	haQTL_Effect_1
chr22	35647566.573317304	Effect_1	-0.025401527032188034	0.03482129745804906	-0.08562435152242512	haQTL_Effect_1
chr22	35648709.30959478	Effect_1	-0.025328214655206297	0.03520849362478211	-0.0858649229351947	haQTL_Effect_1
chr22	35661838.92197346	Effect_1	-0.021268668033262977	0.041178247088119874	-0.08371558315464583	haQTL_Effect_1
chr22	35673462.17336192	Effect_1	-0.015374320213408085	0.048377849216767084	-0.07912648964358325	haQTL_Effect_1
chr22	35677367.082544915	Effect_1	-0.016431766822373392	0.049056228999186074	-0.08191976264393286	haQTL_Effect_1
chr22	35681268.83179329	Effect_1	-0.017843596100567453	0.04834625958415962	-0.08403345178529453	haQTL_Effect_1
chr22	35684398.269310474	Effect_1	-0.017493349555467406	0.04835005117200284	-0.08333675028293766	haQTL_Effect_1
chr22	35687527.706827655	Effect_1	-0.01692611400926536	0.050413180459136536	-0.08426540847766725	haQTL_Effect_1
chr22	35690657.14434484	Effect_1	-0.017263726207381334	0.05212626471599508	-0.08665371713075776	haQTL_Effect_1
chr22	35705193.822766125	Effect_1	-0.017184057000226346	0.05312562589748375	-0.08749373989793645	haQTL_Effect_1
chr22	35711140.509663366	Effect_1	-0.01335333696690497	0.05531595200804648	-0.08202262594185641	haQTL_Effect_1
chr22	35728926.814373516	Effect_1	-0.005262845980517149	0.06302972352932773	-0.07355541549036204	haQTL_Effect_1
chr22	35758046.67347438	Effect_1	-0.014805867529553419	0.054415244349050415	-0.08402697940815725	haQTL_Effect_1
chr22	35764392.11780205	Effect_1	-0.02377009748385855	0.04854557988735962	-0.09608577485507673	haQTL_Effect_1
chr22	35770329.27757185	Effect_1	-0.021883916655910902	0.05011230369745391	-0.09388013700927571	haQTL_Effect_1
chr22	35776160.365321934	Effect_1	-0.008134744744839389	0.06145861295967004	-0.07772810244934882	haQTL_Effect_1
chr22	35799963.65640419	Effect_1	0.005596677638192651	0.07102915466484312	-0.059835799388457823	haQTL_Effect_1
chr22	35814583.57481832	Effect_1	-0.01705685688851693	0.04699028238043509	-0.08110399615746894	haQTL_Effect_1
chr22	35819742.39097529	Effect_1	-0.028495962369399767	0.03422870279120039	-0.09122062752999993	haQTL_Effect_1
chr22	35822391.98495039	Effect_1	-0.026195031275720627	0.036179109976824865	-0.08856917252826613	haQTL_Effect_1
chr22	35825041.578925505	Effect_1	-0.01912559720308035	0.042210647649139316	-0.08046184205530002	haQTL_Effect_1
chr22	35827691.17290062	Effect_1	-0.01335110713195431	0.04572509762203754	-0.07242731188594616	haQTL_Effect_1
chr22	35832929.51344997	Effect_1	-0.009980554485248556	0.04860793475891731	-0.06856904372941441	haQTL_Effect_1
chr22	35842221.26804686	Effect_1	-0.007378430640007306	0.05153447116394799	-0.06629133244396261	haQTL_Effect_1
chr22	35871815.65988738	Effect_1	-0.006024802492488409	0.05376159877764734	-0.06581120376262416	haQTL_Effect_1
chr22	35875571.98974445	Effect_1	-0.001400428570566212	0.059907107575062374	-0.0627079647161948	haQTL_Effect_1
chr22	35879328.31960151	Effect_1	0.004247442315153111	0.06589381988675778	-0.05739893525645156	haQTL_Effect_1
chr22	35884947.0145565	Effect_1	0.010722511566748784	0.07502176001961533	-0.053576736886117755	haQTL_Effect_1
chr22	35893974.358629905	Effect_1	0.017712465864367435	0.08583991982336811	-0.05041498809463324	haQTL_Effect_1
chr22	35902086.42921921	Effect_1	0.02535819315224374	0.08868122040946469	-0.0379648341049772	haQTL_Effect_1
chr22	35904708.96934154	Effect_1	0.03174184931763027	0.09308669323028046	-0.029602994595019916	haQTL_Effect_1
chr22	35906700.13904472	Effect_1	0.03690216376658441	0.09792453869557105	-0.02412021116240224	haQTL_Effect_1
chr22	35908691.3087479	Effect_1	0.039358222190649356	0.10535327413438851	-0.0266368297530898	haQTL_Effect_1
chr22	35910682.47845108	Effect_1	0.03757944910354592	0.11057563110475904	-0.0354167328976672	haQTL_Effect_1
chr22	35912673.64815426	Effect_1	0.030598944804189378	0.09819005572563108	-0.03699216611725233	haQTL_Effect_1
chr22	35916107.961350664	Effect_1	0.01701979588699521	0.0820670621943817	-0.04802747042039127	haQTL_Effect_1
chr22	35920521.91024417	Effect_1	-0.002658054745368139	0.06082670870595739	-0.06614281819669367	haQTL_Effect_1
chr22	35925818.94375829	Effect_1	-0.024337493744835265	0.04013188117698385	-0.08880686866665438	haQTL_Effect_1
chr22	35934556.592753604	Effect_1	-0.040727476515529056	0.022992956268361266	-0.10444790929941938	haQTL_Effect_1
chr22	35956619.709971204	Effect_1	-0.03676068214193821	0.025594834628624462	-0.09911619891250087	haQTL_Effect_1
chr22	35961030.74632832	Effect_1	-0.043954963666183	0.018444943782599872	-0.10635487111496586	haQTL_Effect_1
chr22	35965441.78268543	Effect_1	-0.05620436526738903	0.005676101524781506	-0.11808483205955955	haQTL_Effect_1
chr22	35988588.287419364	Effect_1	-0.07873851568005424	-0.01670859716287089	-0.1407684341972376	haQTL_Effect_1
chr22	36015542.87047857	Effect_1	-0.0909185904186576	-0.028010733782073402	-0.1538264470552418	haQTL_Effect_1
chr22	36023248.472977474	Effect_1	-0.10603386235732892	-0.041006435656202184	-0.17106128905845566	haQTL_Effect_1
chr22	36028218.1500372	Effect_1	-0.12374701967825089	-0.054052005221539384	-0.1934420341349624	haQTL_Effect_1
chr22	36043497.88785918	Effect_1	-0.18912188437310162	-0.12150769443878467	-0.25673607430741857	haQTL_Effect_1
chr22	36049154.17689513	Effect_1	-0.4378270583582786	-0.3632738192474409	-0.5123802974691163	haQTL_Effect_1
chr22	36055182.89731479	Effect_1	-0.3328824507342576	-0.2599937850099886	-0.4057711164585266	haQTL_Effect_1
chr22	36062153.11099678	Effect_1	-0.11977959897540162	-0.047002737819537524	-0.1925564601312657	haQTL_Effect_1
chr22	36084422.696160056	Effect_1	-0.03319448168116624	0.047249144944711476	-0.11363810830704396	haQTL_Effect_1
chr22	36089396.33480536	Effect_1	-0.029854561138048196	0.03971165241532938	-0.09942077469142578	haQTL_Effect_1
chr22	36098871.342604175	Effect_1	-0.045588824897134506	0.02383995001441014	-0.11501759980867915	haQTL_Effect_1
chr22	36114812.35493452	Effect_1	-0.02787662768423897	0.03948490806135707	-0.09523816342983502	haQTL_Effect_1
chr22	36117290.02306754	Effect_1	0.0030356431729479717	0.064768167238061	-0.058696880892165064	haQTL_Effect_1
chr22	36119767.69120057	Effect_1	0.0124918527772014	0.0782113135780058	-0.053227608023603004	haQTL_Effect_1
chr22	36122245.3593336	Effect_1	0.01718526969825302	0.08680168006745098	-0.052431140670944947	haQTL_Effect_1
chr22	36125997.034353286	Effect_1	0.01945887262073817	0.08075478091572755	-0.041837035674251205	haQTL_Effect_1
chr22	36146193.925942026	Effect_1	0.011032639721245543	0.07288515068219911	-0.05081987123970802	haQTL_Effect_1
chr22	36168590.86984097	Effect_1	0.0010003566761166598	0.06217334701938085	-0.060172633667147535	haQTL_Effect_1
chr22	36198108.321084045	Effect_1	0.0017576082765549316	0.059436227436893106	-0.05592101088378324	haQTL_Effect_1
chr22	36238755.98475117	Effect_1	6.961941565605005e-4	0.0592488017520824	-0.057856413438961404	haQTL_Effect_1
chr22	36286504.75193487	Effect_1	-0.006060488540394444	0.054769368053793885	-0.06689034513458277	haQTL_Effect_1
chr22	36324055.40615678	Effect_1	-0.014179883114727732	0.054791906428890466	-0.08315167265834593	haQTL_Effect_1
chr22	36368923.505594246	Effect_1	-0.0201012044297662	0.043969072826831025	-0.08417148168636343	haQTL_Effect_1
chr22	36381323.46519806	Effect_1	-0.02497136265933769	0.03964603578127174	-0.08958876109994712	haQTL_Effect_1
chr22	36385620.87351787	Effect_1	-0.03127773027964979	0.04042373138260065	-0.10297919194190024	haQTL_Effect_1
chr22	36391922.4773176	Effect_1	-0.03591624169864549	0.025722062078640515	-0.0975545454759315	haQTL_Effect_1
chr22	36410171.74847439	Effect_1	-0.0401074195129873	0.018896157179170953	-0.09911099620514555	haQTL_Effect_1
chr22	36413384.00034976	Effect_1	-0.03662558334106414	0.02628338979071415	-0.09953455647284243	haQTL_Effect_1
chr22	36416596.25222512	Effect_1	-0.02750622686925045	0.03329006651116447	-0.08830252024966537	haQTL_Effect_1
chr22	36419808.504100494	Effect_1	-0.014189086793484858	0.04794888473362438	-0.0763270583205941	haQTL_Effect_1
chr22	36434270.93832663	Effect_1	0.00221233598769281	0.06488244824822297	-0.06045777627283734	haQTL_Effect_1
chr22	36470967	Effect_1	0.014421871263659538	0.07986100573600156	-0.05101726320868248	haQTL_Effect_1
